# -----------------------------------------------------------------------
# --- OP 1 - WS 8.0 - RPM 4.00 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
010 ;    0.165 ;  0.8766 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
011 ;    0.165 ;  0.8770 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
012 ;    0.165 ;  0.8770 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
013 ;    0.165 ;  0.8785 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
014 ;    0.165 ;  0.8785 ; AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s
015 ;    0.166 ;  0.8811 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
016 ;    0.166 ;  0.8811 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
017 ;    0.167 ;  0.8856 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
018 ;    0.167 ;  0.8856 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
019 ;    0.168 ;  0.8929 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
020 ;    0.168 ;  0.8929 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
021 ;    0.170 ;  0.9023 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
022 ;    0.170 ;  0.9023 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
023 ;    0.173 ;  0.9136 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
024 ;    0.173 ;  0.9136 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
025 ;    0.177 ;  0.9265 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
026 ;    0.177 ;  0.9265 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
027 ;    0.181 ;  0.9407 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
028 ;    0.181 ;  0.9407 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
029 ;    0.188 ;  0.9556 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
030 ;    0.188 ;  0.9556 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
037 ;    0.221 ; -0.0127 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld sin , node 2/s
038 ;    0.221 ; -0.0127 ; NoMax - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld sin , node 2/s
039 ;    0.221 ; -0.0128 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
040 ;    0.221 ; -0.0128 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 1/s
041 ;    0.221 ; -0.0132 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 1/s
042 ;    0.221 ; -0.0132 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
043 ;    0.221 ; -0.0139 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
044 ;    0.221 ; -0.0139 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
045 ;    0.221 ; -0.0152 ; NoMax - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 6/s
046 ;    0.221 ; -0.0152 ; NoMax - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 6/s
049 ;    0.221 ; -0.0202 ; NoMax - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 6/s
050 ;    0.221 ; -0.0202 ; NoMax - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld sin , node 6/s
058 ;    0.222 ; -0.0389 ; NoMax - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 19/s
061 ;    0.222 ; -0.0533 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 19/s
063 ;    0.223 ; -0.0620 ; NoMax - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 19/s
064 ;    0.223 ; -0.0622 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
065 ;    0.223 ; -0.0719 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 19/s
066 ;    0.223 ; -0.0722 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
067 ;    0.224 ; -0.0813 ; NoMax - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 19/s
068 ;    0.224 ; -0.0816 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 19/s
071 ;    0.225 ; -0.0897 ; NoMax - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 19/s
072 ;    0.225 ; -0.0900 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 19/s
073 ;    0.225 ; -0.0990 ; NoMax - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 19/s
074 ;    0.225 ; -0.0991 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld cos, node 19/s
075 ;    0.226 ; -0.1041 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
076 ;    0.226 ; -0.1041 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 14/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 6/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 19/s
004 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 19/s
005 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 3/s
006 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 15/s
007 ;    0.118 ;  1.0000 ; AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 9/s
032 ;    0.196 ;  0.9703 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
033 ;    0.196 ;  0.9703 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
034 ;    0.208 ;  0.9837 ; AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
035 ;    0.208 ;  0.9838 ; AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
036 ;    0.217 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 16/s
069 ;    0.224 ;  0.9942 ; AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
070 ;    0.224 ;  0.9943 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
077 ;    0.244 ;  1.0000 ; AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 17/s
078 ;    0.247 ;  0.9997 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
079 ;    0.248 ;  0.9997 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
080 ;    0.275 ;  0.9986 ; AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s
081 ;    0.275 ;  0.9985 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
082 ;    0.282 ;  1.0000 ; AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 18/s
083 ;    0.306 ;  0.9927 ; AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s
084 ;    0.307 ;  0.9925 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
086 ;    0.350 ;  0.9813 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
087 ;    0.351 ;  0.9811 ; AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
088 ;    0.380 ;  0.9731 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
089 ;    0.380 ;  0.9731 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 12 - WS 8.0 - RPM 8.37 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
007 ;    0.150 ; -0.1463 ; ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 9/s
047 ;    0.239 ; -0.0259 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
052 ;    0.239 ; -0.0312 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
053 ;    0.239 ; -0.0350 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
054 ;    0.239 ; -0.0350 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
055 ;    0.239 ; -0.0395 ; NoMax - ED 1st FLAP cos - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
056 ;    0.239 ; -0.0395 ; NoMax - ED 1st FLAP cos - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
057 ;    0.239 ; -0.0448 ; NoMax - ED 1st FLAP sin - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
058 ;    0.239 ; -0.0448 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
059 ;    0.239 ; -0.0511 ; NoMax - ED 1st FLAP sin - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
062 ;    0.239 ; -0.0583 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
085 ;    0.321 ;  0.0059 ; ED 1st tower SS - ED 1st tower FA
090 ;    0.401 ;  0.0358 ; NoMax - ED 1st FLAP coll. - ED Variable speed generator DOF - ED 1st FLAP cos - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 19/s
091 ;    0.561 ;  0.4441 ; ED 1st FLAP sin - ED 1st FLAP cos
092 ;    0.819 ;  0.3031 ; NoMax - ED 1st FLAP sin - ED 1st FLAP cos - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld coll., node 19/s
093 ;    0.960 ;  0.0163 ; ED 1st EDGE sin - ED 1st EDGE cos
094 ;    1.245 ;  0.0139 ; NoMax - ED 1st EDGE cos - ED 1st EDGE sin - ED 1st FLAP coll. - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
095 ;    1.689 ;  0.0236 ; ED 1st EDGE coll. - ED Drivetrain-rot
096 ;    1.806 ;  0.0964 ; ED 2nd FLAP cos - ED 2nd FLAP sin
097 ;    2.037 ;  0.0784 ; ED 2nd FLAP coll.
098 ;    2.082 ;  0.0886 ; NoMax - ED 2nd FLAP sin - ED 2nd FLAP coll. - ED 2nd FLAP cos - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s
099 ;    2.920 ;  0.0145 ; ED 2nd tower FA
100 ;    2.952 ;  0.0110 ; ED 2nd tower SS
101 ;    3.924 ;  0.0536 ; NoMax - ED Drivetrain-rot - ED 1st EDGE coll. - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s
102 ;    6.143 ;  0.0425 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
008 ;    0.173 ;  0.8527 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
009 ;    0.173 ;  0.8527 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
010 ;    0.173 ;  0.8531 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
011 ;    0.173 ;  0.8531 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
012 ;    0.173 ;  0.8548 ; AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s
013 ;    0.173 ;  0.8548 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
014 ;    0.174 ;  0.8576 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
015 ;    0.174 ;  0.8576 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
016 ;    0.174 ;  0.8626 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
017 ;    0.174 ;  0.8627 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
018 ;    0.176 ;  0.8709 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
019 ;    0.176 ;  0.8709 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
020 ;    0.178 ;  0.8815 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
021 ;    0.178 ;  0.8815 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
022 ;    0.180 ;  0.8943 ; AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
023 ;    0.180 ;  0.8943 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
024 ;    0.184 ;  0.9091 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
025 ;    0.184 ;  0.9091 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
026 ;    0.188 ;  0.9256 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
027 ;    0.188 ;  0.9256 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
028 ;    0.188 ;  0.6276 ; AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 11/s
030 ;    0.194 ;  0.9431 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
031 ;    0.194 ;  0.9431 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
039 ;    0.239 ; -0.0232 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 2/s
040 ;    0.239 ; -0.0232 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 2/s
041 ;    0.239 ; -0.0233 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 1/s
042 ;    0.239 ; -0.0233 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
043 ;    0.239 ; -0.0238 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 5/s
044 ;    0.239 ; -0.0238 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
045 ;    0.239 ; -0.0246 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 5/s
046 ;    0.239 ; -0.0246 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
048 ;    0.239 ; -0.0259 ; NoMax - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 6/s
049 ;    0.239 ; -0.0282 ; NoMax - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 5/s
050 ;    0.239 ; -0.0282 ; NoMax - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 5/s
051 ;    0.239 ; -0.0312 ; NoMax - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 5/s
060 ;    0.239 ; -0.0510 ; NoMax - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 19/s
061 ;    0.239 ; -0.0582 ; NoMax - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 19/s
063 ;    0.240 ; -0.0664 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 19/s
064 ;    0.240 ; -0.0665 ; NoMax - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 19/s
065 ;    0.240 ; -0.0757 ; NoMax - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 19/s
066 ;    0.240 ; -0.0759 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
067 ;    0.241 ; -0.0864 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 19/s
068 ;    0.241 ; -0.0867 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
069 ;    0.241 ; -0.0965 ; NoMax - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 19/s
070 ;    0.241 ; -0.0969 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 19/s
071 ;    0.241 ; -0.1056 ; NoMax - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 19/s
072 ;    0.241 ; -0.1060 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 19/s
073 ;    0.242 ; -0.1160 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
074 ;    0.242 ; -0.1160 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 19/s
075 ;    0.242 ; -0.1214 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
076 ;    0.242 ; -0.1214 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; NoMax - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 6/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 10/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 7/s
004 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 19/s
005 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 12/s
006 ;    0.113 ;  1.0000 ; AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 8/s
029 ;    0.192 ;  1.0000 ; AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 15/s
032 ;    0.202 ;  0.9608 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
033 ;    0.202 ;  0.9609 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
034 ;    0.213 ;  0.9774 ; AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
035 ;    0.214 ;  0.9775 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
036 ;    0.217 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 16/s
037 ;    0.229 ;  0.9909 ; AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
038 ;    0.229 ;  0.9911 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
077 ;    0.244 ;  1.0000 ; AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 17/s
078 ;    0.252 ;  0.9990 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
079 ;    0.252 ;  0.9991 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
080 ;    0.279 ;  0.9993 ; AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s
081 ;    0.280 ;  0.9991 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
082 ;    0.282 ;  1.0000 ; AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 18/s
083 ;    0.311 ;  0.9937 ; AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s
084 ;    0.312 ;  0.9933 ; AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s
086 ;    0.356 ;  0.9811 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
087 ;    0.356 ;  0.9812 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
088 ;    0.386 ;  0.9723 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
089 ;    0.386 ;  0.9723 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 13 - WS 8.0 - RPM 9.11 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
